種類,価格情報区分,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（㎡）,取引価格（㎡単価）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時期,改装,取引の事情等
宅地(土地),不動産取引価格情報,商業地,11201,埼玉県,川越市,脇田新町,川越,13,38000000,980000,,130,300000,不整形,,,,,,その他,南東,国道,32,準住居,60,200,2024年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,脇田新町,川越,14,55000000,,,170,,不整形,18.5,130,2012年,木造,住宅,住宅,北,市道,4.2,準住居,60,200,2024年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,脇田新町,川越,16,41000000,,,65,,長方形,5.9,100,2023年,木造,住宅,住宅,北西,市道,4.4,準住居,60,200,2023年第4四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,脇田新町,川越,18,52000000,,,100,,正方形,10,100,2023年,木造,住宅,住宅,南西,市道,6,１中住専,60,200,2023年第4四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田新町,川越,14,7300000,,３ＬＤＫ,70,,,,,1981年,ＲＣ,,住宅,,,,２種住居,60,200,2023年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田新町,川越,14,9500000,,３ＤＫ,70,,,,,1981年,ＲＣ,住宅,住宅,,,,２種住居,60,200,2023年第2四半期,未改装,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,脇田新町,川越,14,35000000,,,55,,長方形,7,85,2022年,木造,住宅,住宅,南西,私道,4,準住居,60,200,2022年第4四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,脇田新町,川越,18,47000000,700000,,220,210000,長方形,11.2,,,,,住宅,南西,市道,5.7,準住居,60,200,2022年第3四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,脇田新町,川越,14,27000000,500000,,180,150000,不整形,16.3,,,,,事務所,接面道路無,,,準住居,60,200,2022年第2四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田新町,川越,15,23000000,,３ＬＤＫ,60,,,,,2008年,ＲＣ,住宅,住宅,,,,準住居,60,200,2022年第2四半期,未改装,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,脇田新町,川越,18,34000000,490000,,230,150000,長方形,10.4,,,,,住宅,南西,市道,5.8,準住居,60,200,2022年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,脇田新町,川越,13,42000000,,,150,,袋地等,3.9,105,2021年,木造,住宅,住宅,南西,市道,4.2,準住居,60,200,2021年第4四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田新町,川越,15,19000000,,２ＬＤＫ,50,,,,,2008年,ＲＣ,住宅,住宅,,,,準住居,60,200,2021年第4四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田新町,川越,15,12000000,,２ＬＤＫ,50,,,,,2008年,ＲＣ,住宅,住宅,,,,準住居,60,200,2021年第3四半期,未改装,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,脇田新町,川越,14,25000000,720000,,115,220000,ほぼ長方形,14,,,,,,南西,道路,4,準住居,60,200,2021年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,脇田新町,川越,11,48000000,,,140,,長方形,9,105,2020年,木造,住宅,住宅,南西,市道,4,２種住居,60,200,2020年第4四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,脇田新町,川越,12,68000000,,,210,,長方形,,195,2021年,木造,共同住宅,,南東,私道,4,２種住居,60,200,2020年第4四半期,,私道を含む取引
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田新町,川越,15,23000000,,３ＬＤＫ,60,,,,,2008年,ＲＣ,,住宅,,,,準住居,60,200,2020年第3四半期,未改装,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,脇田新町,川越,15,17000000,480000,,115,150000,長方形,8,,,,,住宅,南西,私道,4,１種住居,60,200,2020年第1四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田新町,川越,15,11000000,,１ＬＤＫ,35,,,,,2008年,ＲＣ,,住宅,,,,準住居,60,200,2020年第1四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,5,47000000,,２ＬＤＫ,60,,,,,2021年,ＲＣ,住宅,住宅,,,,商業,80,400,2024年第4四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,5000000,,３ＬＤＫ,50,,,,,1981年,ＳＲＣ,住宅,住宅,,,,商業,80,400,2024年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,6,7000000,,１Ｋ,20,,,,,1992年,ＳＲＣ,住宅,住宅,,,,商業,80,400,2024年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,42000000,,２ＬＤＫ,80,,,,,2009年,ＲＣ,住宅,住宅,,,,商業,80,400,2024年第3四半期,未改装,
宅地(土地と建物),不動産取引価格情報,商業地,11201,埼玉県,川越市,脇田本町,川越,2,330000000,,,210,,長方形,26,790,1981年,ＲＣ,事務所、店舗,店舗,北東,市道,7.8,商業,80,400,2024年第2四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,5,35000000,,３ＬＤＫ,70,,,,,2003年,ＲＣ,住宅,住宅,,,,商業,80,400,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,6,6000000,,１Ｋ,15,,,,,1992年,ＳＲＣ,,,,,,商業,80,400,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,13000000,,３ＬＤＫ,60,,,,,1981年,ＲＣ,住宅,,,,,商業,80,400,2024年第2四半期,未改装,
宅地(土地),不動産取引価格情報,商業地,11201,埼玉県,川越市,脇田本町,川越,5,43000000,810000,,175,240000,袋地等,,,,,,その他,南,市道,10.7,商業,80,400,2024年第1四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,2,68000000,,３ＬＤＫ,70,,,,,2023年,ＲＣ,住宅,住宅,,,,商業,80,600,2024年第1四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,6,2500000,,,15,,,,,1992年,ＳＲＣ,,住宅,,,,商業,80,400,2024年第1四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,6,5200000,,１Ｋ,15,,,,,1992年,ＳＲＣ,,住宅,,,,商業,80,400,2023年第4四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,6,6600000,,１Ｋ,15,,,,,1992年,ＳＲＣ,住宅,住宅,,,,商業,80,400,2023年第4四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,6,46000000,,４ＬＤＫ,75,,,,,1997年,ＳＲＣ,,住宅,,,,近隣商業,80,200,2023年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,5,26000000,,３ＬＤＫ,70,,,,,1999年,ＳＲＣ,住宅,住宅,,,,商業,80,400,2023年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,13000000,,２ＬＤＫ,55,,,,,1981年,ＳＲＣ,,住宅,,,,商業,80,400,2023年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,27000000,,３ＬＤＫ,60,,,,,2003年,,,住宅,,,,商業,80,400,2023年第3四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,6,32000000,,３ＬＤＫ,70,,,,,1984年,,住宅,住宅,,,,近隣商業,80,200,2023年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,7,24000000,,２ＬＤＫ,65,,,,,1984年,ＲＣ,住宅,住宅,,,,近隣商業,80,200,2023年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,6,38000000,,２ＬＤＫ,70,,,,,1997年,ＳＲＣ,住宅,住宅,,,,近隣商業,80,200,2023年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,6,28000000,,,75,,,,,1997年,ＳＲＣ,住宅,その他,,,,近隣商業,80,200,2023年第2四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,6,5000000,,１Ｋ,15,,,,,1992年,ＳＲＣ,住宅,その他,,,,商業,80,400,2022年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,7,18000000,,３ＬＤＫ,65,,,,,1984年,ＲＣ,住宅,住宅,,,,近隣商業,80,200,2022年第4四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,7,20000000,,３ＬＤＫ,65,,,,,1984年,ＲＣ,,住宅,,,,近隣商業,80,200,2022年第4四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,3,36000000,,２ＬＤＫ,70,,,,,2004年,ＳＲＣ,,住宅,,,,商業,80,600,2022年第4四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,5,49000000,,３ＬＤＫ,65,,,,,2018年,ＲＣ,住宅,住宅,,,,２種住居,60,200,2022年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,5,38000000,,２ＬＤＫ,65,,,,,1999年,ＳＲＣ,住宅,住宅,,,,商業,80,400,2022年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,45000000,,３ＬＤＫ,80,,,,,1999年,ＳＲＣ,住宅,住宅,,,,商業,80,400,2022年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,5,35000000,,３ＬＤＫ,80,,,,,1999年,ＳＲＣ,住宅,住宅,,,,商業,80,400,2022年第2四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,6,20000000,,３ＬＤＫ,65,,,,,1984年,ＲＣ,住宅,住宅,,,,近隣商業,80,200,2022年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,47000000,,４ＬＤＫ,80,,,,,2009年,ＲＣ,住宅,住宅,,,,商業,80,400,2022年第2四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,47000000,,３ＬＤＫ,80,,,,,2009年,,住宅,住宅,,,,商業,80,400,2022年第2四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,5,34000000,,４ＬＤＫ,80,,,,,1999年,ＳＲＣ,住宅,住宅,,,,商業,80,400,2022年第1四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,19000000,,２ＬＤＫ,60,,,,,1981年,ＲＣ,住宅,住宅,,,,商業,80,400,2022年第1四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,6,5900000,,１Ｋ,15,,,,,1992年,ＳＲＣ,住宅,住宅,,,,商業,80,400,2021年第4四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,7,25000000,,２ＬＤＫ,65,,,,,1984年,ＲＣ,,住宅,,,,近隣商業,80,200,2021年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,3,42000000,,３ＬＤＫ,80,,,,,2004年,ＳＲＣ,住宅,住宅,,,,商業,80,600,2021年第4四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,5,33000000,,３ＬＤＫ,65,,,,,2002年,ＳＲＣ,,住宅,,,,近隣商業,80,200,2021年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,6,2600000,,１Ｋ,20,,,,,1992年,ＳＲＣ,,住宅,,,,商業,80,400,2021年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,23000000,,１ＬＤＫ,40,,,,,2009年,ＲＣ,住宅,住宅,,,,商業,80,400,2021年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,6,6300000,,１Ｋ,20,,,,,1992年,ＳＲＣ,,住宅,,,,商業,80,400,2021年第3四半期,未改装,
宅地(土地),不動産取引価格情報,商業地,11201,埼玉県,川越市,脇田本町,川越,2,230000000,4500000,,170,1400000,ほぼ長方形,12,,,,,事務所,南西,市道,8,商業,80,600,2021年第2四半期,,
宅地(土地と建物),不動産取引価格情報,商業地,11201,埼玉県,川越市,脇田本町,川越,3,480000000,,,195,,長方形,,1100,2021年,ＳＲＣ,事務所,事務所,南東,市道,25,商業,80,600,2021年第1四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,3,31000000,,２ＬＤＫ,55,,,,,2009年,ＲＣ,,住宅,,,,商業,80,400,2021年第1四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,3,36000000,,２ＬＤＫ,80,,,,,2004年,ＳＲＣ,住宅,住宅,,,,商業,80,600,2021年第1四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,7,22000000,,２ＬＤＫ,60,,,,,1984年,ＲＣ,住宅,住宅,,,,近隣商業,80,200,2020年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,5,38000000,,,65,,,,,1999年,ＳＲＣ,,住宅,,,,商業,80,400,2020年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,20000000,,１ＬＤＫ,45,,,,,2003年,ＲＣ,住宅,住宅,,,,商業,80,400,2020年第4四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,25000000,,１ＬＤＫ,35,,,,,2009年,ＲＣ,住宅,住宅,,,,商業,80,400,2020年第4四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,5,32000000,,３ＬＤＫ,70,,,,,1997年,ＳＲＣ,住宅,,,,,商業,80,400,2020年第4四半期,改装済み,
宅地(土地),不動産取引価格情報,商業地,11201,埼玉県,川越市,脇田本町,川越,4,140000000,1600000,,290,480000,ほぼ台形,16.5,,,,,店舗,南,市道,7.8,商業,80,400,2020年第3四半期,,
宅地(土地),不動産取引価格情報,商業地,11201,埼玉県,川越市,脇田本町,川越,4,200000000,2100000,,320,630000,ほぼ整形,18,,,,,住宅,東,市道,8.5,商業,80,400,2020年第3四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,7,19000000,,３ＬＤＫ,65,,,,,1984年,ＲＣ,,住宅,,,,近隣商業,80,200,2020年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,12000000,,３ＬＤＫ,70,,,,,2009年,ＲＣ,,住宅,,,,商業,80,400,2020年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,7,11000000,,２ＤＫ,60,,,,,1984年,ＲＣ,住宅,住宅,,,,近隣商業,80,200,2020年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,17000000,,２ＬＤＫ,50,,,,,1981年,ＳＲＣ,,,,,,商業,80,400,2020年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,29000000,,３ＬＤＫ,55,,,,,2005年,ＲＣ,,住宅,,,,商業,80,400,2020年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,3,30000000,,２ＬＤＫ,50,,,,,2009年,ＲＣ,住宅,住宅,,,,商業,80,400,2020年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,3,39000000,,３ＬＤＫ,70,,,,,2009年,ＲＣ,,住宅,,,,商業,80,400,2020年第2四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,脇田本町,川越,4,26000000,,２ＬＤＫ,55,,,,,2004年,ＲＣ,,住宅,,,,商業,80,600,2020年第2四半期,未改装,
